lot,wafer,step,tool_id,chamber,timestamp
lot_014,wafer_16,cmp,CMP-01,CH-D,2025-01-15 10:00:00
lot_014,wafer_17,gate_etch,ETCH-G01,CH-B,2025-01-15 08:00:00
lot_014,wafer_17,contact_etch,ETCH-C01,CH-B,2025-01-15 09:00:00
lot_014,wafer_17,m1_litho,LITHO-M1,CH-B,2025-01-15 10:00:00
lot_014,wafer_17,m1_etch,ETCH-M1,CH-A,2025-01-15 11:00:00
lot_014,wafer_17,cmp,CMP-01,CH-A,2025-01-15 12:00:00
lot_014,wafer_18,gate_etch,ETCH-G01,CH-D,2025-01-15 10:00:00
lot_014,wafer_18,contact_etch,ETCH-C01,CH-C,2025-01-15 11:00:00
lot_014,wafer_18,m1_litho,LITHO-M1,CH-B,2025-01-15 12:00:00
lot_014,wafer_18,m1_etch,ETCH-M1,CH-A,2025-01-15 13:00:00
lot_014,wafer_18,cmp,CMP-01,CH-A,2025-01-15 14:00:00
lot_014,wafer_19,gate_etch,ETCH-G01,CH-B,2025-01-15 12:00:00
lot_014,wafer_19,contact_etch,ETCH-C01,CH-D,2025-01-15 13:00:00
lot_014,wafer_19,m1_litho,LITHO-M1,CH-C,2025-01-15 14:00:00
lot_014,wafer_19,m1_etch,ETCH-M1,CH-A,2025-01-15 15:00:00
lot_014,wafer_19,cmp,CMP-01,CH-B,2025-01-15 16:00:00
lot_014,wafer_20,gate_etch,ETCH-G01,CH-D,2025-01-15 14:00:00
lot_014,wafer_20,contact_etch,ETCH-C01,CH-D,2025-01-15 15:00:00
lot_014,wafer_20,m1_litho,LITHO-M1,CH-B,2025-01-15 16:00:00
lot_014,wafer_20,m1_etch,ETCH-M1,CH-A,2025-01-15 17:00:00
lot_014,wafer_20,cmp,CMP-01,CH-A,2025-01-15 18:00:00
lot_015,wafer_01,gate_etch,ETCH-G01,CH-D,2025-01-15 00:00:00
lot_015,wafer_01,contact_etch,ETCH-C01,CH-D,2025-01-15 01:00:00
lot_015,wafer_01,m1_litho,LITHO-M1,CH-D,2025-01-15 02:00:00
lot_015,wafer_01,m1_etch,ETCH-M1,CH-B,2025-01-15 03:00:00
lot_015,wafer_01,cmp,CMP-01,CH-B,2025-01-15 04:00:00
lot_015,wafer_02,gate_etch,ETCH-G01,CH-D,2025-01-15 02:00:00
lot_015,wafer_02,contact_etch,ETCH-C01,CH-C,2025-01-15 03:00:00
lot_015,wafer_02,m1_litho,LITHO-M1,CH-C,2025-01-15 04:00:00
lot_015,wafer_02,m1_etch,ETCH-M1,CH-A,2025-01-15 05:00:00
lot_015,wafer_02,cmp,CMP-01,CH-A,2025-01-15 06:00:00
lot_015,wafer_03,gate_etch,ETCH-G01,CH-B,2025-01-15 04:00:00
lot_015,wafer_03,contact_etch,ETCH-C01,CH-D,2025-01-15 05:00:00
lot_015,wafer_03,m1_litho,LITHO-M1,CH-B,2025-01-15 06:00:00
lot_015,wafer_03,m1_etch,ETCH-M1,CH-A,2025-01-15 07:00:00
lot_015,wafer_03,cmp,CMP-01,CH-A,2025-01-15 08:00:00
lot_015,wafer_04,gate_etch,ETCH-G01,CH-A,2025-01-15 06:00:00
lot_015,wafer_04,contact_etch,ETCH-C01,CH-C,2025-01-15 07:00:00
lot_015,wafer_04,m1_litho,LITHO-M1,CH-B,2025-01-15 08:00:00
lot_015,wafer_04,m1_etch,ETCH-M1,CH-C,2025-01-15 09:00:00
lot_015,wafer_04,cmp,CMP-01,CH-A,2025-01-15 10:00:00
lot_015,wafer_05,gate_etch,ETCH-G01,CH-C,2025-01-15 08:00:00
lot_015,wafer_05,contact_etch,ETCH-C01,CH-D,2025-01-15 09:00:00
lot_015,wafer_05,m1_litho,LITHO-M1,CH-D,2025-01-15 10:00:00
lot_015,wafer_05,m1_etch,ETCH-M1,CH-C,2025-01-15 11:00:00
lot_015,wafer_05,cmp,CMP-01,CH-C,2025-01-15 12:00:00
lot_015,wafer_06,gate_etch,ETCH-G01,CH-A,2025-01-15 10:00:00
lot_015,wafer_06,contact_etch,ETCH-C01,CH-B,2025-01-15 11:00:00
lot_015,wafer_06,m1_litho,LITHO-M1,CH-A,2025-01-15 12:00:00
lot_015,wafer_06,m1_etch,ETCH-M1,CH-D,2025-01-15 13:00:00
lot_015,wafer_06,cmp,CMP-01,CH-D,2025-01-15 14:00:00
lot_015,wafer_07,gate_etch,ETCH-G01,CH-C,2025-01-15 12:00:00
lot_015,wafer_07,contact_etch,ETCH-C01,CH-D,2025-01-15 13:00:00
lot_015,wafer_07,m1_litho,LITHO-M1,CH-B,2025-01-15 14:00:00
lot_015,wafer_07,m1_etch,ETCH-M1,CH-A,2025-01-15 15:00:00
lot_015,wafer_07,cmp,CMP-01,CH-B,2025-01-15 16:00:00
lot_015,wafer_08,gate_etch,ETCH-G01,CH-B,2025-01-15 14:00:00
lot_015,wafer_08,contact_etch,ETCH-C01,CH-A,2025-01-15 15:00:00
lot_015,wafer_08,m1_litho,LITHO-M1,CH-C,2025-01-15 16:00:00
lot_015,wafer_08,m1_etch,ETCH-M1,CH-C,2025-01-15 17:00:00
lot_015,wafer_08,cmp,CMP-01,CH-A,2025-01-15 18:00:00
lot_015,wafer_09,gate_etch,ETCH-G01,CH-B,2025-01-15 16:00:00
lot_015,wafer_09,contact_etch,ETCH-C01,CH-B,2025-01-15 17:00:00
lot_015,wafer_09,m1_litho,LITHO-M1,CH-D,2025-01-15 18:00:00
lot_015,wafer_09,m1_etch,ETCH-M1,CH-C,2025-01-15 19:00:00
lot_015,wafer_09,cmp,CMP-01,CH-D,2025-01-15 20:00:00
lot_015,wafer_10,gate_etch,ETCH-G01,CH-A,2025-01-15 18:00:00
lot_015,wafer_10,contact_etch,ETCH-C01,CH-B,2025-01-15 19:00:00
lot_015,wafer_10,m1_litho,LITHO-M1,CH-C,2025-01-15 20:00:00
lot_015,wafer_10,m1_etch,ETCH-M1,CH-D,2025-01-15 21:00:00
lot_015,wafer_10,cmp,CMP-01,CH-B,2025-01-15 22:00:00
lot_015,wafer_11,gate_etch,ETCH-G01,CH-D,2025-01-15 20:00:00
lot_015,wafer_11,contact_etch,ETCH-C01,CH-B,2025-01-15 21:00:00
lot_015,wafer_11,m1_litho,LITHO-M1,CH-C,2025-01-15 22:00:00
lot_015,wafer_11,m1_etch,ETCH-M1,CH-C,2025-01-15 23:00:00
lot_015,wafer_11,cmp,CMP-01,CH-A,2025-01-16 00:00:00
lot_015,wafer_12,gate_etch,ETCH-G01,CH-C,2025-01-15 22:00:00
lot_015,wafer_12,contact_etch,ETCH-C01,CH-C,2025-01-15 23:00:00
lot_015,wafer_12,m1_litho,LITHO-M1,CH-B,2025-01-16 00:00:00
lot_015,wafer_12,m1_etch,ETCH-M1,CH-D,2025-01-16 01:00:00
lot_015,wafer_12,cmp,CMP-01,CH-B,2025-01-16 02:00:00
lot_015,wafer_13,gate_etch,ETCH-G01,CH-D,2025-01-16 00:00:00
lot_015,wafer_13,contact_etch,ETCH-C01,CH-B,2025-01-16 01:00:00
lot_015,wafer_13,m1_litho,LITHO-M1,CH-D,2025-01-16 02:00:00
lot_015,wafer_13,m1_etch,ETCH-M1,CH-D,2025-01-16 03:00:00
lot_015,wafer_13,cmp,CMP-01,CH-B,2025-01-16 04:00:00
lot_015,wafer_14,gate_etch,ETCH-G01,CH-D,2025-01-16 02:00:00
lot_015,wafer_14,contact_etch,ETCH-C01,CH-D,2025-01-16 03:00:00
lot_015,wafer_14,m1_litho,LITHO-M1,CH-A,2025-01-16 04:00:00
lot_015,wafer_14,m1_etch,ETCH-M1,CH-B,2025-01-16 05:00:00
lot_015,wafer_14,cmp,CMP-01,CH-A,2025-01-16 06:00:00
lot_015,wafer_15,gate_etch,ETCH-G01,CH-B,2025-01-16 04:00:00
lot_015,wafer_15,contact_etch,ETCH-C01,CH-C,2025-01-16 05:00:00
lot_015,wafer_15,m1_litho,LITHO-M1,CH-B,2025-01-16 06:00:00
lot_015,wafer_15,m1_etch,ETCH-M1,CH-C,2025-01-16 07:00:00
lot_015,wafer_15,cmp,CMP-01,CH-B,2025-01-16 08:00:00
lot_015,wafer_16,gate_etch,ETCH-G01,CH-A,2025-01-16 06:00:00
lot_015,wafer_16,contact_etch,ETCH-C01,CH-A,2025-01-16 07:00:00
lot_015,wafer_16,m1_litho,LITHO-M1,CH-C,2025-01-16 08:00:00
lot_015,wafer_16,m1_etch,ETCH-M1,CH-C,2025-01-16 09:00:00
lot_015,wafer_16,cmp,CMP-01,CH-B,2025-01-16 10:00:00
lot_015,wafer_17,gate_etch,ETCH-G01,CH-A,2025-01-16 08:00:00
lot_015,wafer_17,contact_etch,ETCH-C01,CH-D,2025-01-16 09:00:00
lot_015,wafer_17,m1_litho,LITHO-M1,CH-C,2025-01-16 10:00:00
lot_015,wafer_17,m1_etch,ETCH-M1,CH-B,2025-01-16 11:00:00
lot_015,wafer_17,cmp,CMP-01,CH-A,2025-01-16 12:00:00
lot_015,wafer_18,gate_etch,ETCH-G01,CH-B,2025-01-16 10:00:00
lot_015,wafer_18,contact_etch,ETCH-C01,CH-C,2025-01-16 11:00:00
lot_015,wafer_18,m1_litho,LITHO-M1,CH-C,2025-01-16 12:00:00
lot_015,wafer_18,m1_etch,ETCH-M1,CH-C,2025-01-16 13:00:00
lot_015,wafer_18,cmp,CMP-01,CH-A,2025-01-16 14:00:00
lot_015,wafer_19,gate_etch,ETCH-G01,CH-A,2025-01-16 12:00:00
lot_015,wafer_19,contact_etch,ETCH-C01,CH-D,2025-01-16 13:00:00
lot_015,wafer_19,m1_litho,LITHO-M1,CH-B,2025-01-16 14:00:00
lot_015,wafer_19,m1_etch,ETCH-M1,CH-C,2025-01-16 15:00:00
lot_015,wafer_19,cmp,CMP-01,CH-B,2025-01-16 16:00:00
lot_015,wafer_20,gate_etch,ETCH-G01,CH-A,2025-01-16 14:00:00
lot_015,wafer_20,contact_etch,ETCH-C01,CH-A,2025-01-16 15:00:00
lot_015,wafer_20,m1_litho,LITHO-M1,CH-B,2025-01-16 16:00:00
lot_015,wafer_20,m1_etch,ETCH-M1,CH-B,2025-01-16 17:00:00
lot_015,wafer_20,cmp,CMP-01,CH-C,2025-01-16 18:00:00
lot_016,wafer_01,gate_etch,ETCH-G01,CH-B,2025-01-16 00:00:00
lot_016,wafer_01,contact_etch,ETCH-C01,CH-B,2025-01-16 01:00:00
lot_016,wafer_01,m1_litho,LITHO-M1,CH-A,2025-01-16 02:00:00
lot_016,wafer_01,m1_etch,ETCH-M1,CH-B,2025-01-16 03:00:00
lot_016,wafer_01,cmp,CMP-01,CH-D,2025-01-16 04:00:00
lot_016,wafer_02,gate_etch,ETCH-G01,CH-A,2025-01-16 02:00:00
lot_016,wafer_02,contact_etch,ETCH-C01,CH-A,2025-01-16 03:00:00
lot_016,wafer_02,m1_litho,LITHO-M1,CH-B,2025-01-16 04:00:00
lot_016,wafer_02,m1_etch,ETCH-M1,CH-A,2025-01-16 05:00:00
lot_016,wafer_02,cmp,CMP-01,CH-A,2025-01-16 06:00:00
lot_016,wafer_03,gate_etch,ETCH-G01,CH-B,2025-01-16 04:00:00
lot_016,wafer_03,contact_etch,ETCH-C01,CH-B,2025-01-16 05:00:00
lot_016,wafer_03,m1_litho,LITHO-M1,CH-B,2025-01-16 06:00:00
lot_016,wafer_03,m1_etch,ETCH-M1,CH-C,2025-01-16 07:00:00
lot_016,wafer_03,cmp,CMP-01,CH-A,2025-01-16 08:00:00
lot_016,wafer_04,gate_etch,ETCH-G01,CH-B,2025-01-16 06:00:00
lot_016,wafer_04,contact_etch,ETCH-C01,CH-D,2025-01-16 07:00:00
lot_016,wafer_04,m1_litho,LITHO-M1,CH-B,2025-01-16 08:00:00
lot_016,wafer_04,m1_etch,ETCH-M1,CH-B,2025-01-16 09:00:00
lot_016,wafer_04,cmp,CMP-01,CH-C,2025-01-16 10:00:00
lot_016,wafer_05,gate_etch,ETCH-G01,CH-B,2025-01-16 08:00:00
lot_016,wafer_05,contact_etch,ETCH-C01,CH-A,2025-01-16 09:00:00
lot_016,wafer_05,m1_litho,LITHO-M1,CH-C,2025-01-16 10:00:00
lot_016,wafer_05,m1_etch,ETCH-M1,CH-D,2025-01-16 11:00:00
lot_016,wafer_05,cmp,CMP-01,CH-D,2025-01-16 12:00:00
lot_016,wafer_06,gate_etch,ETCH-G01,CH-C,2025-01-16 10:00:00
lot_016,wafer_06,contact_etch,ETCH-C01,CH-C,2025-01-16 11:00:00
lot_016,wafer_06,m1_litho,LITHO-M1,CH-C,2025-01-16 12:00:00
lot_016,wafer_06,m1_etch,ETCH-M1,CH-A,2025-01-16 13:00:00
lot_016,wafer_06,cmp,CMP-01,CH-B,2025-01-16 14:00:00
lot_016,wafer_07,gate_etch,ETCH-G01,CH-B,2025-01-16 12:00:00
lot_016,wafer_07,contact_etch,ETCH-C01,CH-B,2025-01-16 13:00:00
lot_016,wafer_07,m1_litho,LITHO-M1,CH-A,2025-01-16 14:00:00
lot_016,wafer_07,m1_etch,ETCH-M1,CH-C,2025-01-16 15:00:00
lot_016,wafer_07,cmp,CMP-01,CH-B,2025-01-16 16:00:00
lot_016,wafer_08,gate_etch,ETCH-G01,CH-A,2025-01-16 14:00:00
lot_016,wafer_08,contact_etch,ETCH-C01,CH-B,2025-01-16 15:00:00
lot_016,wafer_08,m1_litho,LITHO-M1,CH-D,2025-01-16 16:00:00
lot_016,wafer_08,m1_etch,ETCH-M1,CH-B,2025-01-16 17:00:00
lot_016,wafer_08,cmp,CMP-01,CH-A,2025-01-16 18:00:00
lot_016,wafer_09,gate_etch,ETCH-G01,CH-B,2025-01-16 16:00:00
lot_016,wafer_09,contact_etch,ETCH-C01,CH-D,2025-01-16 17:00:00
lot_016,wafer_09,m1_litho,LITHO-M1,CH-A,2025-01-16 18:00:00
lot_016,wafer_09,m1_etch,ETCH-M1,CH-C,2025-01-16 19:00:00
lot_016,wafer_09,cmp,CMP-01,CH-B,2025-01-16 20:00:00
lot_016,wafer_10,gate_etch,ETCH-G01,CH-D,2025-01-16 18:00:00
lot_016,wafer_10,contact_etch,ETCH-C01,CH-D,2025-01-16 19:00:00
lot_016,wafer_10,m1_litho,LITHO-M1,CH-D,2025-01-16 20:00:00
lot_016,wafer_10,m1_etch,ETCH-M1,CH-D,2025-01-16 21:00:00
lot_016,wafer_10,cmp,CMP-01,CH-C,2025-01-16 22:00:00
lot_016,wafer_11,gate_etch,ETCH-G01,CH-A,2025-01-16 20:00:00
lot_016,wafer_11,contact_etch,ETCH-C01,CH-D,2025-01-16 21:00:00
lot_016,wafer_11,m1_litho,LITHO-M1,CH-B,2025-01-16 22:00:00
lot_016,wafer_11,m1_etch,ETCH-M1,CH-C,2025-01-16 23:00:00
lot_016,wafer_11,cmp,CMP-01,CH-C,2025-01-17 00:00:00
lot_016,wafer_12,gate_etch,ETCH-G01,CH-B,2025-01-16 22:00:00
lot_016,wafer_12,contact_etch,ETCH-C01,CH-A,2025-01-16 23:00:00
lot_016,wafer_12,m1_litho,LITHO-M1,CH-C,2025-01-17 00:00:00
lot_016,wafer_12,m1_etch,ETCH-M1,CH-C,2025-01-17 01:00:00
lot_016,wafer_12,cmp,CMP-01,CH-D,2025-01-17 02:00:00
lot_016,wafer_13,gate_etch,ETCH-G01,CH-C,2025-01-17 00:00:00
lot_016,wafer_13,contact_etch,ETCH-C01,CH-A,2025-01-17 01:00:00
lot_016,wafer_13,m1_litho,LITHO-M1,CH-C,2025-01-17 02:00:00
lot_016,wafer_13,m1_etch,ETCH-M1,CH-D,2025-01-17 03:00:00
lot_016,wafer_13,cmp,CMP-01,CH-D,2025-01-17 04:00:00
lot_016,wafer_14,gate_etch,ETCH-G01,CH-A,2025-01-17 02:00:00
lot_016,wafer_14,contact_etch,ETCH-C01,CH-B,2025-01-17 03:00:00
lot_016,wafer_14,m1_litho,LITHO-M1,CH-B,2025-01-17 04:00:00
lot_016,wafer_14,m1_etch,ETCH-M1,CH-C,2025-01-17 05:00:00
lot_016,wafer_14,cmp,CMP-01,CH-A,2025-01-17 06:00:00
lot_016,wafer_15,gate_etch,ETCH-G01,CH-C,2025-01-17 04:00:00
lot_016,wafer_15,contact_etch,ETCH-C01,CH-B,2025-01-17 05:00:00
lot_016,wafer_15,m1_litho,LITHO-M1,CH-B,2025-01-17 06:00:00
lot_016,wafer_15,m1_etch,ETCH-M1,CH-B,2025-01-17 07:00:00
lot_016,wafer_15,cmp,CMP-01,CH-B,2025-01-17 08:00:00
lot_016,wafer_16,gate_etch,ETCH-G01,CH-D,2025-01-17 06:00:00
lot_016,wafer_16,contact_etch,ETCH-C01,CH-A,2025-01-17 07:00:00
lot_016,wafer_16,m1_litho,LITHO-M1,CH-A,2025-01-17 08:00:00
lot_016,wafer_16,m1_etch,ETCH-M1,CH-C,2025-01-17 09:00:00
lot_016,wafer_16,cmp,CMP-01,CH-B,2025-01-17 10:00:00
lot_016,wafer_17,gate_etch,ETCH-G01,CH-C,2025-01-17 08:00:00
lot_016,wafer_17,contact_etch,ETCH-C01,CH-C,2025-01-17 09:00:00
lot_016,wafer_17,m1_litho,LITHO-M1,CH-A,2025-01-17 10:00:00
lot_016,wafer_17,m1_etch,ETCH-M1,CH-A,2025-01-17 11:00:00
lot_016,wafer_17,cmp,CMP-01,CH-C,2025-01-17 12:00:00
lot_016,wafer_18,gate_etch,ETCH-G01,CH-D,2025-01-17 10:00:00
lot_016,wafer_18,contact_etch,ETCH-C01,CH-C,2025-01-17 11:00:00
lot_016,wafer_18,m1_litho,LITHO-M1,CH-C,2025-01-17 12:00:00
lot_016,wafer_18,m1_etch,ETCH-M1,CH-C,2025-01-17 13:00:00
lot_016,wafer_18,cmp,CMP-01,CH-B,2025-01-17 14:00:00
lot_016,wafer_19,gate_etch,ETCH-G01,CH-B,2025-01-17 12:00:00
lot_016,wafer_19,contact_etch,ETCH-C01,CH-A,2025-01-17 13:00:00
lot_016,wafer_19,m1_litho,LITHO-M1,CH-A,2025-01-17 14:00:00
lot_016,wafer_19,m1_etch,ETCH-M1,CH-A,2025-01-17 15:00:00
lot_016,wafer_19,cmp,CMP-01,CH-C,2025-01-17 16:00:00
lot_016,wafer_20,gate_etch,ETCH-G01,CH-B,2025-01-17 14:00:00
lot_016,wafer_20,contact_etch,ETCH-C01,CH-C,2025-01-17 15:00:00
lot_016,wafer_20,m1_litho,LITHO-M1,CH-D,2025-01-17 16:00:00
lot_016,wafer_20,m1_etch,ETCH-M1,CH-C,2025-01-17 17:00:00
lot_016,wafer_20,cmp,CMP-01,CH-B,2025-01-17 18:00:00
lot_017,wafer_01,gate_etch,ETCH-G01,CH-C,2025-01-17 00:00:00
lot_017,wafer_01,contact_etch,ETCH-C01,CH-A,2025-01-17 01:00:00
lot_017,wafer_01,m1_litho,LITHO-M1,CH-D,2025-01-17 02:00:00
lot_017,wafer_01,m1_etch,ETCH-M1,CH-B,2025-01-17 03:00:00
lot_017,wafer_01,cmp,CMP-01,CH-B,2025-01-17 04:00:00
lot_017,wafer_02,gate_etch,ETCH-G01,CH-C,2025-01-17 02:00:00
lot_017,wafer_02,contact_etch,ETCH-C01,CH-C,2025-01-17 03:00:00
lot_017,wafer_02,m1_litho,LITHO-M1,CH-A,2025-01-17 04:00:00
lot_017,wafer_02,m1_etch,ETCH-M1,CH-A,2025-01-17 05:00:00
lot_017,wafer_02,cmp,CMP-01,CH-B,2025-01-17 06:00:00
lot_017,wafer_03,gate_etch,ETCH-G01,CH-B,2025-01-17 04:00:00
lot_017,wafer_03,contact_etch,ETCH-C01,CH-D,2025-01-17 05:00:00
lot_017,wafer_03,m1_litho,LITHO-M1,CH-A,2025-01-17 06:00:00
lot_017,wafer_03,m1_etch,ETCH-M1,CH-C,2025-01-17 07:00:00
lot_017,wafer_03,cmp,CMP-01,CH-D,2025-01-17 08:00:00
lot_017,wafer_04,gate_etch,ETCH-G01,CH-B,2025-01-17 06:00:00
lot_017,wafer_04,contact_etch,ETCH-C01,CH-C,2025-01-17 07:00:00
lot_017,wafer_04,m1_litho,LITHO-M1,CH-C,2025-01-17 08:00:00
lot_017,wafer_04,m1_etch,ETCH-M1,CH-A,2025-01-17 09:00:00
lot_017,wafer_04,cmp,CMP-01,CH-B,2025-01-17 10:00:00
lot_017,wafer_05,gate_etch,ETCH-G01,CH-B,2025-01-17 08:00:00
lot_017,wafer_05,contact_etch,ETCH-C01,CH-D,2025-01-17 09:00:00
lot_017,wafer_05,m1_litho,LITHO-M1,CH-D,2025-01-17 10:00:00
lot_017,wafer_05,m1_etch,ETCH-M1,CH-C,2025-01-17 11:00:00
lot_017,wafer_05,cmp,CMP-01,CH-A,2025-01-17 12:00:00
lot_017,wafer_06,gate_etch,ETCH-G01,CH-B,2025-01-17 10:00:00
lot_017,wafer_06,contact_etch,ETCH-C01,CH-D,2025-01-17 11:00:00
lot_017,wafer_06,m1_litho,LITHO-M1,CH-C,2025-01-17 12:00:00
lot_017,wafer_06,m1_etch,ETCH-M1,CH-C,2025-01-17 13:00:00
lot_017,wafer_06,cmp,CMP-01,CH-C,2025-01-17 14:00:00
lot_017,wafer_07,gate_etch,ETCH-G01,CH-A,2025-01-17 12:00:00
lot_017,wafer_07,contact_etch,ETCH-C01,CH-B,2025-01-17 13:00:00
lot_017,wafer_07,m1_litho,LITHO-M1,CH-D,2025-01-17 14:00:00
lot_017,wafer_07,m1_etch,ETCH-M1,CH-A,2025-01-17 15:00:00
lot_017,wafer_07,cmp,CMP-01,CH-D,2025-01-17 16:00:00
lot_017,wafer_08,gate_etch,ETCH-G01,CH-A,2025-01-17 14:00:00
lot_017,wafer_08,contact_etch,ETCH-C01,CH-A,2025-01-17 15:00:00
lot_017,wafer_08,m1_litho,LITHO-M1,CH-C,2025-01-17 16:00:00
lot_017,wafer_08,m1_etch,ETCH-M1,CH-A,2025-01-17 17:00:00
lot_017,wafer_08,cmp,CMP-01,CH-B,2025-01-17 18:00:00
lot_017,wafer_09,gate_etch,ETCH-G01,CH-D,2025-01-17 16:00:00
lot_017,wafer_09,contact_etch,ETCH-C01,CH-D,2025-01-17 17:00:00
lot_017,wafer_09,m1_litho,LITHO-M1,CH-C,2025-01-17 18:00:00
lot_017,wafer_09,m1_etch,ETCH-M1,CH-D,2025-01-17 19:00:00
lot_017,wafer_09,cmp,CMP-01,CH-C,2025-01-17 20:00:00
lot_017,wafer_10,gate_etch,ETCH-G01,CH-B,2025-01-17 18:00:00
lot_017,wafer_10,contact_etch,ETCH-C01,CH-C,2025-01-17 19:00:00
lot_017,wafer_10,m1_litho,LITHO-M1,CH-D,2025-01-17 20:00:00
lot_017,wafer_10,m1_etch,ETCH-M1,CH-B,2025-01-17 21:00:00
lot_017,wafer_10,cmp,CMP-01,CH-B,2025-01-17 22:00:00
lot_017,wafer_11,gate_etch,ETCH-G01,CH-A,2025-01-17 20:00:00
lot_017,wafer_11,contact_etch,ETCH-C01,CH-A,2025-01-17 21:00:00
lot_017,wafer_11,m1_litho,LITHO-M1,CH-A,2025-01-17 22:00:00
lot_017,wafer_11,m1_etch,ETCH-M1,CH-C,2025-01-17 23:00:00
lot_017,wafer_11,cmp,CMP-01,CH-C,2025-01-18 00:00:00
lot_017,wafer_12,gate_etch,ETCH-G01,CH-C,2025-01-17 22:00:00
lot_017,wafer_12,contact_etch,ETCH-C01,CH-B,2025-01-17 23:00:00
lot_017,wafer_12,m1_litho,LITHO-M1,CH-C,2025-01-18 00:00:00
lot_017,wafer_12,m1_etch,ETCH-M1,CH-A,2025-01-18 01:00:00
lot_017,wafer_12,cmp,CMP-01,CH-C,2025-01-18 02:00:00
lot_017,wafer_13,gate_etch,ETCH-G01,CH-B,2025-01-18 00:00:00
lot_017,wafer_13,contact_etch,ETCH-C01,CH-A,2025-01-18 01:00:00
lot_017,wafer_13,m1_litho,LITHO-M1,CH-A,2025-01-18 02:00:00
lot_017,wafer_13,m1_etch,ETCH-M1,CH-C,2025-01-18 03:00:00
lot_017,wafer_13,cmp,CMP-01,CH-D,2025-01-18 04:00:00
lot_017,wafer_14,gate_etch,ETCH-G01,CH-C,2025-01-18 02:00:00
lot_017,wafer_14,contact_etch,ETCH-C01,CH-B,2025-01-18 03:00:00
lot_017,wafer_14,m1_litho,LITHO-M1,CH-C,2025-01-18 04:00:00
lot_017,wafer_14,m1_etch,ETCH-M1,CH-B,2025-01-18 05:00:00
lot_017,wafer_14,cmp,CMP-01,CH-C,2025-01-18 06:00:00
lot_017,wafer_15,gate_etch,ETCH-G01,CH-D,2025-01-18 04:00:00
lot_017,wafer_15,contact_etch,ETCH-C01,CH-C,2025-01-18 05:00:00
lot_017,wafer_15,m1_litho,LITHO-M1,CH-D,2025-01-18 06:00:00
lot_017,wafer_15,m1_etch,ETCH-M1,CH-C,2025-01-18 07:00:00
lot_017,wafer_15,cmp,CMP-01,CH-D,2025-01-18 08:00:00
lot_017,wafer_16,gate_etch,ETCH-G01,CH-D,2025-01-18 06:00:00
lot_017,wafer_16,contact_etch,ETCH-C01,CH-B,2025-01-18 07:00:00
lot_017,wafer_16,m1_litho,LITHO-M1,CH-D,2025-01-18 08:00:00
lot_017,wafer_16,m1_etch,ETCH-M1,CH-D,2025-01-18 09:00:00
lot_017,wafer_16,cmp,CMP-01,CH-C,2025-01-18 10:00:00
lot_017,wafer_17,gate_etch,ETCH-G01,CH-B,2025-01-18 08:00:00
lot_017,wafer_17,contact_etch,ETCH-C01,CH-A,2025-01-18 09:00:00
lot_017,wafer_17,m1_litho,LITHO-M1,CH-C,2025-01-18 10:00:00
lot_017,wafer_17,m1_etch,ETCH-M1,CH-D,2025-01-18 11:00:00
lot_017,wafer_17,cmp,CMP-01,CH-B,2025-01-18 12:00:00
lot_017,wafer_18,gate_etch,ETCH-G01,CH-C,2025-01-18 10:00:00
lot_017,wafer_18,contact_etch,ETCH-C01,CH-B,2025-01-18 11:00:00
lot_017,wafer_18,m1_litho,LITHO-M1,CH-C,2025-01-18 12:00:00
lot_017,wafer_18,m1_etch,ETCH-M1,CH-C,2025-01-18 13:00:00
lot_017,wafer_18,cmp,CMP-01,CH-A,2025-01-18 14:00:00
lot_017,wafer_19,gate_etch,ETCH-G01,CH-C,2025-01-18 12:00:00
lot_017,wafer_19,contact_etch,ETCH-C01,CH-A,2025-01-18 13:00:00
lot_017,wafer_19,m1_litho,LITHO-M1,CH-C,2025-01-18 14:00:00
lot_017,wafer_19,m1_etch,ETCH-M1,CH-C,2025-01-18 15:00:00
lot_017,wafer_19,cmp,CMP-01,CH-A,2025-01-18 16:00:00
lot_017,wafer_20,gate_etch,ETCH-G01,CH-B,2025-01-18 14:00:00
lot_017,wafer_20,contact_etch,ETCH-C01,CH-C,2025-01-18 15:00:00
lot_017,wafer_20,m1_litho,LITHO-M1,CH-A,2025-01-18 16:00:00
lot_017,wafer_20,m1_etch,ETCH-M1,CH-D,2025-01-18 17:00:00
lot_017,wafer_20,cmp,CMP-01,CH-B,2025-01-18 18:00:00
lot_018,wafer_01,gate_etch,ETCH-G01,CH-C,2025-01-18 00:00:00
lot_018,wafer_01,contact_etch,ETCH-C01,CH-A,2025-01-18 01:00:00
lot_018,wafer_01,m1_litho,LITHO-M1,CH-C,2025-01-18 02:00:00
lot_018,wafer_01,m1_etch,ETCH-M1,CH-A,2025-01-18 03:00:00
lot_018,wafer_01,cmp,CMP-01,CH-B,2025-01-18 04:00:00
lot_018,wafer_02,gate_etch,ETCH-G01,CH-C,2025-01-18 02:00:00
lot_018,wafer_02,contact_etch,ETCH-C01,CH-D,2025-01-18 03:00:00
lot_018,wafer_02,m1_litho,LITHO-M1,CH-B,2025-01-18 04:00:00
lot_018,wafer_02,m1_etch,ETCH-M1,CH-C,2025-01-18 05:00:00
lot_018,wafer_02,cmp,CMP-01,CH-A,2025-01-18 06:00:00
